start	
46030	마계에서 사용되는 저주의 광물로 브라키온 대륙에는 존재하지 않습니다
46031	부러진 방패의 파편조각
46032	전투에서 부러진 검날조각
46033	적의 공격으로 부서진 갑옷조각
46034	마법의 힘이 담겨 있는 구슬
46035	죽은 자들의 뼈 조각
46036	죽은 자들이 남긴 끈끈한 액체
46037	오염되어 있는 기분 나쁜 촉수
46038	영혼이 담긴 불길한 뼈 조각
46039	부서진 바위들의 파편조각
46040	녹지 않고 단단히 굳어있는 신비한 얼음
46041	부러져서 아무런 기능을 하지 못하는 날개
46042	붉게 물든 악마의 뿔
46043	꺼지지 않고 활활 타오르는 신비한 불
46044	선한 기운이 담겨 있는 마법돌
46045	악한 기운이 담겨 있는 마법돌
46046	가이스트 제국에 대항하는 반란군들의 깃발
46047	헬른가의 혈통이 적혀있는 계보서
46048	프람메가에서 대대로 내려오는 보물
46049	몰락한 로쉬펠트 가문의 문장
46050	불길한 기운이 담겨 있는 문장
46051	으스스한 느낌의 고대문서
46052	언데드 왕 브루켈트의 저주받은 눈알
46053	로슈펠트에서 사용되던 고급 옷감
46054	타워 디펜스에 사용되는 금가루
46055	타워 디펜스에 사용되는 은가루
46056	타워 디펜스에 사용되는 돌 주머니
46057	타워 디펜스에 사용되는 유리가루 주머니
46058	타워디펜스 건축을 위해 쓰이는 보석1
46059	타워디펜스 건축을 위해 쓰이는 보석2
46060	타워디펜스 건축을 위해 쓰이는 보석3
46061	타워디펜스 건축을 위해 쓰이는 보석4
46062	타워디펜스 건축을 위해 쓰이는 보석5
46063	타워디펜스 건축을 위해 쓰이는 보석6
46064	타워디펜스 건축을 위해 쓰이는 보석7
46065	타워디펜스 건축을 위해 쓰이는 보석8
46066	타워디펜스 건축을 위해 쓰이는 보석9
46067	타워디펜스 건축을 위해 쓰이는 보석10
46068	타워디펜스 건축을 위해 쓰이는 보석11
46069	타워디펜스 건축을 위해 쓰이는 보석12
46070	타워디펜스 건축을 위해 쓰이는 보석13
46071	타워디펜스 건축을 위해 쓰이는 보석14
46072	타워디펜스 건축을 위해 쓰이는 보석15
40221	즉시회복물약(Lv1)
40222	즉시회복물약(Lv2)
41221	HP 100을 즉시 회복시켜줍니다
41222	HP 300을 즉시 회복시켜줍니다
40231	용맹의물약(Lv1)
40232	용맹의물약(Lv2)
40233	용맹의물약(Lv3)
40234	용맹의물약(Lv4)
40235	용맹의물약(Lv5)
41231	10분간 기본 공격력이 1단계 상승합니다
41232	10분간 기본 공격력이 2단계 상승합니다
41233	10분간 기본 공격력이 3단계 상승합니다
41234	10분간 기본 공격력이 4단계 상승합니다
41235	10분간 기본 공격력이 5단계 상승합니다
40241	마력의물약(Lv1)
40242	마력의물약(Lv2)
40243	마력의물약(Lv3)
40244	마력의물약(Lv4)
40245	마력의물약(Lv5)
41241	10분간 원소 공격력이 1단계 상승합니다
41242	10분간 원소 공격력이 2단계 상승합니다
41243	10분간 원소 공격력이 3단계 상승합니다
41244	10분간 원소 공격력이 4단계 상승합니다
41245	10분간 원소 공격력이 5단계 상승합니다
40251	광속의물약(Lv1)
40252	광속의물약(Lv2)
40253	광속의물약(Lv3)
40254	광속의물약(Lv4)
40255	광속의물약(Lv5)
41251	10분간 공격속도가 1단계 상승합니다
41252	10분간 공격속도가 2단계 상승합니다
41253	10분간 공격속도가 3단계 상승합니다
41254	10분간 공격속도가 4단계 상승합니다
41255	10분간 공격속도가 5단계 상승합니다
40261	작은 마나물약
40262	큰 마나물약
40263	상급 마나물약
40264	요정 마나물약
40271	폭주물약(Lv1)
40272	폭주물약(Lv2)
40273	폭주물약(Lv3)
40274	폭주물약(Lv4)
40275	폭주물약(Lv5)
40291	악마의 각성제
40292	악마의 각성제
40293	악마의 각성제
40294	악마의 각성제
40295	악마의 각성제
41291	1~3레벨 무기에 대해서 10분간 공격력, 공격속도, 크리티컬 확률이 상승합니다. 단, 10분 후에 다시 각성제를 복용 하지 않을 경우 페널티를 가지게 됩니다
41292	1~3레벨 무기에 대해서 10분간 공격력, 공격속도, 크리티컬 확률이 상승합니다. 단, 10분 후에 다시 각성제를 복용 하지 않을 경우 페널티를 가지게 됩니다
41293	1~3레벨 무기에 대해서 10분간 공격력, 공격속도, 크리티컬 확률이 상승합니다. 단, 10분 후에 다시 각성제를 복용 하지 않을 경우 페널티를 가지게 됩니다
41294	1~3레벨 무기에 대해서 10분간 공격력, 공격속도, 크리티컬 확률이 상승합니다. 단, 10분 후에 다시 각성제를 복용 하지 않을 경우 페널티를 가지게 됩니다
41295	1~3레벨 무기에 대해서 10분간 공격력, 공격속도, 크리티컬 확률이 상승합니다. 단, 10분 후에 다시 각성제를 복용 하지 않을 경우 페널티를 가지게 됩니다
47001	소환마석
47002	UP 1 포인트석
47003	UP 5 포인트석
47004	UP 10포인트석
47005	UP 20포인트석
47006	UP 50포인트석
47007	UP 100포인트석
47008	닭 모이
47009	당근
47010	나무 낚싯대
47011	장인의 낚싯대
47012	황금 낚싯대
47013	낚시 왕의 낚싯대
47014	전설의 낚싯대
47015	일반미끼
47016	고급미끼
47017	피슁에테르
47018	강화 피슁에테르
47019	브라키온 황어
47020	브라키온 은어
47021	버들붕어
47022	칠성장어
47023	무태장어
47024	그림자메기
47025	불살치
47026	물살치
47027	대지살치
47028	바람살치
47029	암흑살치
47030	청가시고기
47031	금비늘연어
47032	신선어
47033	피래미
47034	곤들메기
47035	퉁사리
47036	바람고기
47037	큰수염뚱어
47038	쉬리
47039	황금잉어
47040	신비의 열쇠
48001	소환수를 소환할 때마다 소모되는 소환마석
48002	UP 1 포인트를 획득할 수 있는 아이템
48003	UP 5 포인트를 획득할 수 있는 아이템
48004	UP 10 포인트를 획득할 수 있는 아이템
48005	UP 20 포인트를 획득할 수 있는 아이템
48006	UP 50 포인트를 획득할 수 있는 아이템
48007	UP 100 포인트를 획득할 수 있는 아이템
48008	닭이 나타날 확률이 약간 높아진다
48009	토끼가 나타날 확률이 약간 높아진다
48015	낚시꾼들이 일반적으로 즐겨 사용하는 대중적인 미끼
48016	숙련된 소수의 낚시꾼들만이 사용하는 고급형 미끼
48017	사용하면 10분 동안 최대 200g 이상의 물고기를 낚을 수 있게 해줍니다
48018	사용하면 10분 동안 낚시의 성공확률이 상승합니다
48020	독을 치료합니다
48021	HP를 소량 회복합니다
48022	5분간 크리티컬 확률 상승
48023	5분간 최대 HP 상승
48025	5분간 불 속성 저항력이 상승합니다
48026	5분간 물 속성 저항력이 상승합니다
48027	5분간 대지 속성 저항력이 상승합니다
48028	5분간 바람 속성 저항력이 상승합니다
48029	5분간 암흑 속성 저항력이 상승합니다
48031	12초간 모든 데미지 반사
48032	5분간 모든 상태이상 방지
48033	브라키온 대륙에서 서식하는 물고기
48034	브라키온 대륙에서 서식하는 물고기
48035	브라키온 대륙에서 서식하는 물고기
48036	브라키온 대륙에서 서식하는 물고기
48037	브라키온 대륙에서 서식하는 물고기
48038	브라키온 대륙에서 서식하는 물고기. 꽤 비싼 가격에 팔리는 것 같다
48039	브라키온 대륙에서 서식하는 물고기. 굉장히 비싼 가격에 팔리는 것 같다
48040	어딘가 굉장한 비밀의 장소를 들어갈 수 있게 해주는 열쇠인 것 같다
47501	행운코인
47502	넓적한 다이아몬드
47503	길쭉한 다이아몬드
47504	강인한 다이아몬드
47505	섬세한 다이아몬드
47506	부드러운 다이아몬드
47507	까칠한 다이아몬드
48501	행운 코인은 겜블을 할 수 있는 아이템으로 제국의 캡틴급 적들이 가지고 있거나 특정 지역에서 물고기들의 뱃속에서 발견되기도 한다
48502	뚱뚱한 사람들이 선호하는 보석인 것 같다
48503	키 큰 사람들이 선호하는 보석인 것 같다
48504	남성이 선호하는 보석인 것 같다
48505	여성이 선호하는 보석인 것 같다
48506	마음이 차분한 사람이 선호하는 보석인 것 같다
48507	성격이 좋지 못한 사람이 선호하는 보석인 것 같다
40311	해독제
40312	안정제
40313	소멸제
41311	독 상태를 치료합니다
41312	혼돈, 블라인드를 치료합니다
41313	봉인을 치료합니다
41314	프로즌, 석화를 치료합니다
41315	스턴, 슬리프를 치료합니다
41316	모든 이상 상태를 치료합니다
41317	현재 걸려있는 약화마법을 치료합니다
47601	디펜스 타워의 벽돌조각
47602	에텔레인 시민권
47603	야수의 발톱
47604	응축된 빛
47605	얼어붙은 에테르
47606	용족의 뿔
47607	사자의 멸
47608	로슈엘의 비밀열쇠A
47609	로슈엘의 비밀열쇠B
47610	로슈엘의 비밀열쇠C
47611	로슈엘의 비밀열쇠D
47612	타르타미아
47613	헬른의 보물상자 열쇠
47614	오스왈트의 회고록
47615	꿈을 실은 편지
47616	차원의 암호
47617	알리시아의 눈물
48601	가이던스의 군사요충지에 디펜스 타워를 건설 할 수 있는 재료
48603	암흑기사단의 군단장인 클라우센이 싫어하는 야수들의 강한 발톱
48604	언데드군단의 군단장인 브루켈트에게 강한 충격을 줄 수 있는 빛의 결정체
48605	데스 드라곤의 군단장인 칼버스의 강한 화염을 막아줄 수 있는 결정체
48606	마족군단의 군단장인 루만카의 마력을 약화시킬 수 있는 강력한 뿔
48607	쉬바르츠의 암흑 배리어를 해제시킬 수 있는 죽은 자의 깊은 사념
48608	로슈엘 가문의 성스러운 비보가 담겨 있는 보물상자의 열쇠. 가지고 있으면 이 성스러운 비보와 인연이 생길지도…
48609	로슈엘 가문의 성스러운 비보가 담겨 있는 보물상자의 열쇠. 가지고 있으면 이 성스러운 비보와 인연이 생길지도…
48610	로슈엘 가문의 성스러운 비보가 담겨 있는 보물상자의 열쇠. 가지고 있으면 이 성스러운 비보와 인연이 생길지도…
48611	로슈엘 가문의 성스러운 비보가 담겨 있는 보물상자의 열쇠. 가지고 있으면 이 성스러운 비보와 인연이 생길지도…
48613	헬른의 성 어딘가에 존재하고 있다는 보물의 방의 문을 열 수 있는 열쇠이다.
48614	오스왈트가 자신의 과거를 회고한 글을 남긴 일기장이다.
48615	평화를 바라는 어린 소녀의 편지 글이다. 수신자는 쉬바르츠로 되어 있다.
48616	[DEVASTAN] 이라는 암호가 적혀있다. 어딘가로 통하는 차원의 비밀암호인 것 같다.
48617	악의 화신 쉬바르츠가 사랑했던 여인이 흘린 눈물. 신비한 힘이 담겨 있는 것 같다.
40341	천연 에테르 결정
40342	암흑의 에테르 결정
41341	자연으로부터 추출된 자연의 에테르. 신비한 기운이 감돌고 있다
41342	가이스트 제국의 어둠의 힘으로부터 변형된 에테르. 제국 군사력의 근본이 되고 있다
604	헌팅
619	헌팅존
17	메시지 입력
14	키 설정
12014	다음 등급 제한 수치:
40114	가넷 크리스탈
40115	노블레스 크리스탈
40093	프로텍션 인덕트
40094	샤이닝 인덕트
40171	하급 소울쉴드 제작서
40172	상급 소울쉴드 제작서
40173	하급 소울암릿 제작서
40174	상급 소울암릿 제작서
40175	하급 소울윙 제작서
40176	상급 소울윙 제작서
40177	하급 소울아이 제작서
40178	상급 소울아이 제작서
40179	엑스트라 스크롤
42211	상급 소울쉴드
42221	하급 소울암릿
42231	상급 소울암릿
42241	하급 소울윙
42251	상급 소울윙
42261	하급 소울아이
42271	상급 소울아이
21012	파티원 소환
21013	파티장에게 이동
21014	어시스트
21015	어시스트와 공격
22012	파티원을 자신이 있는 곳으로 소환합니다.
22013	파티장이 있는 곳으로 이동합니다.
22014	선택한 대상이 지정하고 있는 적을 타겟합니다.
22015	선택한 대상이 지정하고 있는 적을 타겟함과 동시 공격합니다.
40207	페티너스 포션
40208	라이징 포션
40209	듀러스 포션
40210	버슘 포션
40015	이벤트 아이템
47981	봉인된 힘의 근원-물
47982	봉인된 힘의 근원-바람
47983	봉인된 힘의 근원-대지
47984	봉인된 힘의 근원-불
47985	봉인된 힘의 근원-암흑
48981	알 수 없는 힘이 느껴지는 물건입니다. 연금술사 아인에게 가져가보는 것이 좋겠습니다
599	배틀존 모드
598	%s
593	%s
594	미션은 여러 다양한 함정과 여러 장치들을 플레이간의 협동 플레이를 통해 해결하고, 주어진 임무를 완수하는 형태의 존 입니다.
595	헌팅은 자신 혹은 자신의 파티원들만이 입장 가능한 공간으로서 다른 플레이어의 방해를 받지 않고 몬스터와 대적 할 수 있는 곳입니다.
597	PVP존은 플레이어와 플레이어간에 누가 더 강한지를 가늠할 수 있는 일종의 투기장입니다.
5211	존 번호찾기에는 문자를 입력 하실 수 없습니다. 숫자를 입력해주시기 바랍니다.
5401	음성대화 요청에 오류가 발생했습니다.
5402	음성대화 수락에 오류가 발생했습니다.
5403	음성대화 서버 접속이 원활하지 않습니다.
5404	%s님과의 음성대화가 종료됩니다.
5405	%s님이 음성대화를 종료했습니다.
232	%d
90051	야수들의 숲 보물지도 1페이지
90052	야수들의 숲 보물지도 2페이지
90053	야수들의 숲 보물지도 3페이지
90054	야수들의 숲 보물지도 4페이지
90055	야수들의 숲 보물지도 5페이지
90056	야수들의 숲 보물지도 6페이지
90057	야수들의 숲 보물지도 7페이지
90058	야수들의 숲 보물지도 8페이지
90071	에텔레인 지하수로 보물지도 1페이지
90072	에텔레인 지하수로 보물지도 2페이지
90073	에텔레인 지하수로 보물지도 3페이지
90074	에텔레인 지하수로 보물지도 4페이지
90075	에텔레인 지하수로 보물지도 5페이지
90076	에텔레인 지하수로 보물지도 6페이지
90077	에텔레인 지하수로 보물지도 7페이지
90078	에텔레인 지하수로 보물지도 8페이지
90091	얼어붙은 궁전 보물지도 1페이지
90092	얼어붙은 궁전 보물지도 2페이지
90093	얼어붙은 궁전 보물지도 3페이지
90094	얼어붙은 궁전 보물지도 4페이지
90095	얼어붙은 궁전 보물지도 5페이지
90096	얼어붙은 궁전 보물지도 6페이지
90097	얼어붙은 궁전 보물지도 7페이지
90098	얼어붙은 궁전 보물지도 8페이지
90111	용족의 계곡 보물지도 1페이지
90112	용족의 계곡 보물지도 2페이지
90113	용족의 계곡 보물지도 3페이지
90114	용족의 계곡 보물지도 4페이지
90115	용족의 계곡 보물지도 5페이지
90116	용족의 계곡 보물지도 6페이지
90117	용족의 계곡 보물지도 7페이지
90118	용족의 계곡 보물지도 8페이지
90501	야수의 열쇠조각1
90502	야수의 열쇠조각2
90503	야수의 열쇠조각3
90504	야수의 열쇠조각4
90505	야수의 열쇠조각5
90511	암흑의 열쇠 조각1
90512	암흑의 열쇠 조각2
90513	암흑의 열쇠 조각3
90514	암흑의 열쇠 조각4
90515	암흑의 열쇠 조각5
90521	얼음의 열쇠 조각1
90522	얼음의 열쇠 조각2
90523	얼음의 열쇠 조각3
90524	얼음의 열쇠 조각4
90525	얼음의 열쇠 조각5
90531	화염의 열쇠 조각1
90532	화염의 열쇠 조각2
90533	화염의 열쇠 조각3
90534	화염의 열쇠 조각4
90535	화염의 열쇠 조각5
90601	야수의 증표
90602	야수왕의 족쇄
90603	가이던스의 구원신호
90604	이그니스의 두 번째 지령
90605	이그니스의 첫 번째 지령
90606	마족의보석
90607	지하수로의 톱니
90608	죽은 자의 영혼
90609	벨트헨 침공계획
90610	쉬바르츠의 낡은 기록
90612	다크 에테르 보고서
90613	에텔레인 비리문서
90614	녹지 않는 얼음
90615	가이던스의 비상식량
90616	무지개 빙어
90617	불멸의 화염
90618	부러진 용족의 날개
90619	칼버스의 전령
90620	화산어
90621	야수어
90622	오염된 하수어
90623	눈물꽃
5008	<font=mn12><color=ffebe0c8>장시간의 게임 이용은 건강을 해칠 수 있습니다.<return=1/>공부와 일에 휴식이 필요하듯이, 게임 이용에도 적절한 휴식이 필요합니다.</font></color>
90506	야수의 열쇠
92506	야수의 숲 보물상자를 열 수 있는 열쇠
90516	암흑의 열쇠
92516	에텔레인 지하수로 보물상자를 열 수 있는 열쇠
90526	얼음의 열쇠
92526	얼어붙은 궁전의 보물상자를 열 수 있는 열쇠
90536	화염의 열쇠
92536	용족의 계곡 보물상자를 열 수 있는 열쇠
26	게임정보(WEB)
4001	아이템 응모하기
4002	경품 응모하기
4012	선택하신 항목은 이벤트 응모가 완료된 아이템 입니다.
4021	참여 횟수
300001	노멀의 연판장
300002	하르테의 연판장
300003	파브카의 연판장
300004	꽃다발
300005	드레이언의 연판장
300006	이멜다의 연판장
300007	드웨인의 연판장
300008	라만의 연판장
300009	그리말디의 연판장
300010	코르닉스의 연판장
300011	아나스의 연판장
300012	페니체의 연판장
300013	미스텔의 연판장
300014	세르의 연판장
300015	우도의 연판장
300016	작전 지령서
300017	해방군의 기밀문서
300018	야수들의 거점지도
300019	해방군의 답신
300020	해방군의 두 번째 답신
300021	페니체의 서신
300022	거스의 일지
300023	거스의 지도 조각
300024	거스의 보물지도
300025	의장의 밀서
300026	이사벨의 친서
300027	보초대장 보고서
300028	경비대장 소개서
300029	오래된 고문서
300030	장비 교환권
301001	상인 노멀의 서명이 담긴 연판장
301002	상인 하르테의 서명이 담긴 연판장
301003	상인 파브카의 서명이 담긴 연판장
301004	드레이언이 이멜다에게 배달을 부탁한 꽃다발
301005	상인 드레이언의 서명이 담긴 연판장
301006	상인 이멜다의 서명이 담긴 연판장
301007	상인 드웨인의 서명이 담긴 연판장
301008	상인 라만의 서명이 담긴 연판장
301009	상인 그라말디의 서명이 담긴 연판장
301010	상인 코르닉스의 서명이 담긴 연판장
301011	상인 아나스의 서명이 담긴 연판장
301012	상인 페니체의 서명이 담긴 연판장
301013	상인 미스텔의 서명이 담긴 연판장
301014	상인 세르의 서명이 담긴 연판장
301015	상인 우도의 서명이 담긴 연판장
301016	야수들이 암흑군단장에 받은 작전이 쓰인 지령서
301017	해방군에게 매우 중요한 정보를 담은 비밀 문서
301018	야수들의 거점을 표시한 지도
301019	해방군이 에텔레인 수뇌부의 누군가에게 보낸 답신
301021	페니체가 에텔레인에 있는 아버지 지그문트에게 보낸 편지
301022	모험자 거스의 일기
301023	모험자 거스가 지니고 있던 보물지도의 조각들
301024	모험자 거스가 지니고 있던 보물지도
301025	의장이 제국군에 보낸 밀서
301026	이사벨이 이그니스에게 보낸 문서
301027	야수들의 숲 보초대의 정기 보고서
301028	경비 대장의 소개 글이 써 있는 문서
301029	낡고 너덜 너덜 하지만 고급스러워 보이는 두꺼운 표지의 책
301030	상점에 판매하면 벨트 아이템을 획득할 수 있습니다.
40016	퀘스트 아이템
300031	트링겔 마을의 기밀문서
300032	벨트헨 마을의 기밀문서
301031	굳게 밀봉 된 기밀문서
5406	음성대화 프로그램이 실행되지 않았습니다.
41171	하급 소울쉴드를 만드는데 필요한 재료 목록이 적힌 제작서입니다
41172	상급 소울쉴드를 만드는데 필요한 재료 목록이 적힌 제작서입니다
41173	하급 소울암릿을 만드는데 필요한 재료 목록이 적힌 제작서입니다
41174	상급 소울암릿을 만드는데 필요한 재료 목록이 적힌 제작서입니다
41175	하급 소울윙을 만드는데 필요한 재료 목록이 적힌 제작서입니다
41176	상급 소울윙을 만드는데 필요한 재료 목록이 적힌 제작서입니다
41177	하급 소울아이를 만드는데 필요한 재료 목록이 적힌 제작서입니다
41178	상급 소울아이를 만드는데 필요한 재료 목록이 적힌 제작서입니다
41179	엑스트라 스톤을 제작하는데 필요한 재료 목록이 적힌 제작서입니다
40180	엑스트라 스톤
40181	하급코어에거트
40182	상급코어에거트
41181	하급 반지와 목걸이를 제작하는데 필요한 형틀로 액세서리 제작에서 사용합니다
41182	상급 반지와 목걸이를 제작하는데 필요한 형틀로 액세서리 제작에서 사용합니다
5707	해당 아이템은 결정화 할 수 없는 아이템입니다
5708	해당 아이템은 결정화 할 수 없는 등급입니다.
5709	[%s] 아이템을 사용하였습니다.
5710	정말 %s 아이템을 결정화 하시겠습니까?
5711	소켓 추가가 가능하지 않은 아이템 입니다.
5712	소켓 추가에 성공했습니다.
5713	소켓 옵션이 없는 아이템 입니다.
5714	소켓 옵션이 제거 되었습니다.
5715	정말 %s 아이템의 소켓 옵션을 제거하시겠습니까?
5804	판매 할 수 없는 아이템입니다.
5805	바닥에 버릴 수 없는 아이템입니다.
5806	거래 할 수 없는 아이템입니다.
202301	반갑소!
202302	용병 길드에 무슨 볼일이 있소?
202303	오랫동안 전투에 못나가서 인지 몸이 뻣뻣해졌다니까.
202304	도움이 필요할 땐 언제든지 용병 길드를 이용하슈!
202305	도끼와 칼의 정비는 버서커의 목숨과도 같지.
202401	인간들이란 도저히 이해를 못하겠다니까.
202402	영광스런 용족의 이름을 다시 한번 알려줘야 하는데 말이지...
202403	무례한 인간들이 너무나도 많아!
202404	드래곤과 이야기 한 것을 자랑스럽게 생각해야 할거야.
202405	드래곤은 명예와 긍지를 아는 존재이지.
202501	반갑습니다. 드래곤 원로원에 부탁할 일이 있으신지요?
202502	인간이란 참으로 사랑스럽고 묘한 존재인 것 같아요.
202503	형이 조금만 더 인간을 이해했으면 좋겠는데 말이죠.
202504	언제든지 도움이 필요하면 찾아오세요.
202505	당신에게 드래곤의 영광이 함께하길.
202506	다음에 또 뵙길 바랍니다.
202601	반가워요.
202602	우리 모두가 정령과 자연을 진정으로 이해할 줄 알아야 해요.
202603	대자연과 함께 해 온 것이 바로 발키리의 자부심이죠.
202604	당신에게 대자연의 축복이 가득하길 바래요.
202605	프롤레스 라루라... 발키리의 또 다른 이름을 잊지 말아요.
202606	에테르로부터 자연을 보호해야 하는 우리의 임무를 반드시 기억해요.
202701	안녕하세요. 마법 연구소에는 무슨 일이신지요?
202702	반가워요. 마법이야 말로 모든 것을 이루어주는 힘이죠.
202703	마법은 여러 사람을 보호하기 위한 힘이라고 생각해요.
202704	잘 가요, 또 만나는 날이 있겠죠.
202705	마나의 힘을 다루는 사람은 끊임없이 정신적인 수련을 해야 한답니다.
202706	에테르는 눈속임과 다르지 않는 거짓된 힘이기 때문에 반드시 없애야 한답니다.
711	Dual Party
712	Free For All
714	서바이벌
715	타임어택
300033	경비대 물품 구입권
301033	경비대가 물품을 구입할 때 사용되는 교환권
4022	이벤트 중이 아닙니다.
4023	보상 아이템을 넣을 수가 없습니다.
5407	음성대화 초대 메시지를 보낼 수 없는 상태입니다.
91141	이그니스의 지령
91142	타락한자의 음모
91153	파수꾼 사이베드
91154	타락한 드래곤나이트
91155	폭주한 비스트마스터
91156	오염된 쥐
91157	오염된 거미
91158	어둠의 나크라트
91159	제국스파이 디토
91160	브루켈트의 사념체
91163	사제 시트나르타
91164	루만카
91165	바르타슈
91168	수라키
91169	화염의 드레이크
91170	칼버스
91171	캡틴 베기
91143	보물지도
91144	보물상자
91056	타워디펜스
90624	얼음의 비밀문장
26703	텔레포트
26704	아이스블래스트
26705	파이어볼
26706	파이어스피어
26707	신성한기운
26708	아이스볼트
26709	쏘니바인
26710	파이어필라
26711	프레싱월
26712	윈드볼트
26713	라이트닝
26714	포이즌쏜
26715	어스퀘이크
26716	일렉트릭필드
26717	라이트닝웨이브
26718	락스톰
26719	파워웨이브
26720	스타폴
26801	블레이즈포스
26802	아이스포스
26803	치유의손길
26804	매직쉴드
26805	부활
26806	내추럴어택
26807	매직포스
26808	프로즌쉴드
26809	에센스
26810	배틀힐
26811	마이티스피릿
26812	마나리커버리
26813	윈드쉴드
26814	마이티파워
26815	에큐러시스피릿
26816	치유마법진
26817	인크리즈스피드
26818	포커스
26819	그룹힐
26820	리버스
29707	아군 중 한 명의 HP를 20초 동안 %d만큼 채워 줍니다
350001	반갑소!
350002	무슨 일이 있는 건가?
350003	도움이 필요한가?
350004	야수 녀석들을 조심하게나!
350005	부디 무사하길 바라오!
350006	도움이 필요하면 언제든지 나를 찾아오도록 하게!.
350101	이제는 우리 스스로가 힘을 길러야 할 때오.
350102	반갑습니다.
350103	이렇게 위험한 지역에 어쩐 일인가?
350104	스스로 몸을 지키는 법을 익히길 바라오
350105	인간의 해방을 위하여.
350106	어려운 일이 있으면 주저 말고 날 찾아 오게나.
350201	무슨 문제가 있소?
350202	반갑소. 어려운 일이 있는 것이오?
350203	안녕하시오.
350204	트링겔의 안전은 우리에게 맡기고 안심하시오.
350205	제국군을 항상 조심하길 바라오.
350206	항상 경계를 게을리 하지 않아야 우리를 지킬 수 있는 것이라네.
350301	무슨 일이요? 마을 경비만으로도 바쁘니 용건만 간단히 말하시오.
350302	안녕하시오. 나한테 할 말이 있소?
350303	벨트헨 만큼 아름답고 자연적인 마을도 드문 편이지. 그렇지 않소?
350304	요새 제국군의 동향이 흉흉하니 조심하길 바라오.
350305	잘가시오.
350306	다음 번에는 미리 전갈을 넣고 오면 좋겠소.
350401	벨트헨과 트링겔은 오래 전부터 존재한 유서 깊은 마을이라오.
350402	모두가 도시를 동경하지만 사실 깊은 배움의 길은 항상 자연과 책 속에 있는 법이지.
350403	허허. 반갑소. 오랫 만에 보는 젊은이구만. 젊은이들은 도서관보다는 태양아래 있길 원해서 이 곳엔 잘 오질 않거든.
350404	언제라도 선인들의 지식을 배우고 싶다면 도서관을 찾길 바라네
350405	젊은 사람들과의 대화는 언제나 즐거운 법이지.
350501	반갑소!
350502	용병 길드엔 무슨 볼일이 있소?
350503	오랫동안 전투에 못나가서 인지 몸이 뻣뻣해졌다니까.
350504	도움이 필요할 땐 언제든지 용병 길드를 이용하슈!
350505	도끼와 칼의 정비는 버서커의 목숨과도 같지.
350506	잘 가시오!
350601	인간들이란 도저히 이해를 못하겠다니까
350602	영광스런 용족의 이름을 다시 한번 알려줘야 하는데 말이지…
350603	무례한 인간들이 너무나도 많아!
350604	드래곤과 이야기 한 것을 자랑스럽게 생각해야 할거야.
350605	드래곤은 명예와 긍지를 아는 존재이지.
350606	드래곤 나이트의 긍지를 기억하도록 해.
350701	반갑습니다. 드래곤 원로원에 부탁할 일이 있으신지요?
350702	인간이란 참으로 사랑스럽고 묘한 존재인 것 같아요.
350703	형이 조금만 더 인간을 이해했으면 좋겠는데 말이죠.
350704	언제든지 도움이 필요하면 찾아오세요.
350705	당신에게 드래곤의 영광이 함께하길.
350706	다음에 또 뵙길 바랍니다.
350801	반가워요. 
350802	우리 모두가 정령과 자연을 진정으로 이해할 줄 알아야 해요.
350803	대자연과 함께 해 온 것이 바로 발키리의 자부심이죠.
350804	당신에게 대자연의 축복이 가득하길 바래요.
350805	프롤레스 나투라…발키리의 또 다른 이름을 잊지 말아요.
350806	에테르로부터 자연을 보호해야 하는 우리의 임무를 반드시 기억해요.
350901	안녕하세요. 마법 연구소에는 무슨 일이신지요?
350902	반가워요. 마법이야 말로 모든 것을 이루어주는 힘이죠
350903	마법은 여러 사람을 보호하기 위한 힘이라고 생각해요.
350904	잘 가요. 또 만나는 날이 있겠죠.
350905	마나의 힘을 다루는 사람은 끊임없이 정신적인 수련을 해야 한답니다.
350906	에테르는 눈속임과 다르지 않는 거짓된 힘이기 때문에 반드시 없애야 한답니다.
8303	단축키
40010	스토리 아이템
40011	일반 아이템
40012	겜블 아이템
40013	길드 아이템
40014	AC 아이템
26721	파이어애로우
26722	아이스대거
26723	텔레포트
4014	응모할 아이템을 선택하여 주십시오.
9063	%s
300034	잡화 상인의 물건
300036	경비대의 장비
301034	잡화 상인의 상자
301036	경비대의 장비를 담은 상자
5902	[%s] 퀘스트를 수락했습니다.
26724	마나리차지
26725	콜드대거
350406	잘 가게나. 궁금한 게 있다면 언제든지 날 찾게나.
47701	브라키온 민담서 1페이지
47702	브라키온 민담서 2페이지
47703	브라키온 민담서 3페이지
47704	브라키온 민담서 4페이지
47705	브라키온 민담서 5페이지
47706	브라키온 민담서 6페이지
47707	브라키온 민담서 7페이지
47708	가이스트제국 명부
160001	배틀존을 이용하고 싶습니다
160002	상점을 이용하고 싶습니다
160003	장비를 강화시키고 싶습니다
160004	물품을 제작하고 싶습니다
160005	맡긴 물건을 보고 싶습니다
160006	다른 마을로 이동하고 싶습니다
160009	꼬꼬댁~
160010	음메~
160012	야옹~
9035	3차 보상
9071	%s
9072	%s
9073	%s
9074	%s
40351	바람의물약(Lv1)
40352	바람의물약(Lv2)
40353	바람의물약(Lv3)
40354	바람의물약(Lv4)
40355	바람의물약(Lv5)
41351	5분 동안 이동속도가 1단계 상승합니다
